title,description,link,keyword,pubDate,loadDate,hostname
‘외국인 명의 <b>사기</b> <b>대출</b>’ 대포차를 렌터카로…<b>사기</b> 일당 검거,"외국인 명의의 <b>사기</b> <b>대출</b>로 ‘손실 없이’ 중고 외제차를 구해 대포 차량을 만들고, 이를 렌터카로 시중에 유통한 일당이 경찰에 붙잡혔다. 서울경찰청 마약범죄수사대 국제범죄수사계는 17일 대포차 전문 유통업자 ㄱ씨... ",https://n.news.naver.com/mnews/article/028/0002741475?sid=102,대출 사기,2025-04-17 17:00:00,2025-04-19 14:50:21,n.news.naver.com
사기 <b>대출</b>로 대포차 유통한 신종 범죄 적발···외국인 낀 일당 40명 검...,"다른 사람 이름으로 사기 <b>대출</b>을 받아 산 대포차량으로 <b>불법</b> 렌트업을 벌인 일당이 경찰에 붙잡혔다. 서울경찰청 광역수사단 마약범죄수사대는 17일 대포차 전문유통업자, 중고차 매매상, 사기 <b>대출</b>을 받은 외국인 등... ",https://n.news.naver.com/mnews/article/032/0003364005?sid=102,"대출 사기, 불법 대출, 은행 사기",2025-04-17 16:32:00,2025-04-19 14:52:07,n.news.naver.com
月80만원으로 외제차 렌트…대포차 유통업자 무더기 송치,외국인 명의로 사기 <b>대출</b>을 받아 구입한 중고 외제차 등 대포 차량(<b>불법</b> 명의 자동차)으로 무허가 렌터카 사업을 벌여 수억 원을 챙긴 업자들이 구속 상태로 검찰에 넘겨졌다. 서울경찰청 마약범죄수사대... ,https://n.news.naver.com/mnews/article/079/0004014883?sid=102,"대출 사기, 불법 대출",2025-04-17 15:49:00,2025-04-19 14:52:07,n.news.naver.com
"'벤츠S클래스, 月 80만원 내고 타세요'…너무 싸다 했더니",돈이 필요한 외국인을 상대로 명의를 빌려 약 9억 원의 사기 <b>대출</b>을 받게 했고 이를 대포차로 둔갑시켰다.... 일당들은 이렇게 확보한 대포차를 월 80만~100만원 등 시세보다 매우 저렴한 값에 <b>불법</b> 렌트했다. 벤츠 S클래스... ,https://n.news.naver.com/mnews/article/015/0005120557?sid=102,"대출 사기, 불법 대출",2025-04-17 15:31:00,2025-04-19 14:52:07,n.news.naver.com
‘벤츠 월 렌트료가 겨우 80만원’ 사기<b>대출</b> 대포차였다 [세상&amp;],이같은 수법으로 A씨와 B씨는 총 11명의 아시아 국적인 명의로 8억9000만원의 사기<b>대출</b>을 받아 차량을 <b>불법</b> 취득했다. 경찰 관계자는 “사기<b>대출</b>과 결합해 대포차량을 유통하는 신종 수법에서는 <b>대출</b> 명의자만 <b>대출</b>금 반환... ,https://n.news.naver.com/mnews/article/016/0002458934?sid=102,"대출 사기, 불법 대출",2025-04-17 14:56:00,2025-04-19 14:52:07,n.news.naver.com
대포차 수십 대 이용해 렌트 사업 벌인 일당 검거,"이들은 급전이 필요한 외국인 11명과 짜고 8억 9천여만 원의 자동차 담보 <b>대출</b>을 받게 한 뒤, 외국인들에게 수수료를 주고 남은 돈으로 B 씨에게 차량을 구매해 <b>불법</b> 렌터카로 활용한 것으로 조사됐습니다. 또 리스 차량... ",https://n.news.naver.com/mnews/article/052/0002181433?sid=102,"대출 사기, 불법 대출",2025-04-17 14:14:00,2025-04-19 14:52:07,n.news.naver.com
&quot;이름 빌려주면 돈 줄게&quot;…사기<b>대출</b>로 대포차 유통한 일당 송치,사기 <b>대출</b> 등을 통해 확보한 대포 차량을 유통하고 이를 운행한 일당이 검찰에 넘겨졌다. 16일 서울경찰청... 경찰에 따르면 이들은 급전이 필요한 외국인들과 공모해 사기 <b>대출</b>로 대포 차량을 유통한 혐의를 받는다.... ,https://n.news.naver.com/mnews/article/277/0005579597?sid=102,"대출 사기, 불법 대출",2025-04-17 14:03:00,2025-04-19 14:52:07,n.news.naver.com
어쩐지 '벤츠 S클래스'가 월 80만원?… 대포차 유통업자 무더기 검거,"또 다른 대포차 전문 유통업자 C씨와 <b>불법 대출</b>사기에 가담한 외국인 11명, 리스차량을 무단 처분(횡령)한 8명 등 38명은 불구속 송치됐다. 여기엔 대포차량인 걸 알면서도 싼 값에 빌려 운행한 15명이 포함됐다. 대부분... ",https://n.news.naver.com/mnews/article/469/0000860052?sid=102,"대출 사기, 불법 대출",2025-04-17 14:03:00,2025-04-19 14:52:07,n.news.naver.com
외국인 끌어들여 대포차 유통한 40명 무더기 검거,"A 씨 등은 급전이 필요한 외국인들과 공모해 <b>사기</b> <b>대출</b>을 받고, 이 돈으로 구매한 외국인 명의 차량을 대포 차량으로 이용한 혐의를 받습니다. 캐피탈 등 대부 업체로부터 차량 가액을 웃도는 돈을 <b>대출</b>받게 한 뒤... ",https://n.news.naver.com/mnews/article/056/0011933830?sid=102,대출 사기,2025-04-17 13:24:00,2025-04-19 14:50:23,n.news.naver.com
"'피해자 4명 사망' 전세<b>사기</b>범, 재판서 &quot;법 위반 아냐&quot;","이번 재판은 남씨 일당이 83억원대(피해자 102명)의 전세 <b>사기</b>를 벌인 세 번째 사건에 대한 것으로, 남씨 등은 금융기관에서 부동산 담보<b>대출</b>금 1억5000만 원을 받아 가로챈 혐의도 추가로 받고 있다. 검찰은 남씨를... ",https://n.news.naver.com/mnews/article/018/0005990033?sid=102,대출 사기,2025-04-17 13:04:00,2025-04-19 14:50:23,n.news.naver.com
부산 전세<b>사기</b> 청년피해자들 억대 빚더미…&quot;2심도 엄벌&quot;,부산에서 전세<b>사기</b>를 당한 청년들이 법원 앞으로 모였다. 이들은 17억원대 전세<b>사기</b>를 벌인 혐의로 항소심... 달하는 <b>대출</b>을 받아 경매가 진행될 경우 임차인들에게 정상적인 보증금 반환이 어려웠지만 임차인들에게는... ,https://n.news.naver.com/mnews/article/003/0013189701?sid=102,대출 사기,2025-04-17 12:57:00,2025-04-19 14:50:23,n.news.naver.com
외국인 명의 사기<b>대출</b>로 대포차 렌트사업 벌인 일당 적발,"A씨를 비롯한 유통업자들은 B씨, 급전이 필요한 외국인들과 공모해 '사기 <b>대출</b>'을 받고 이 돈으로 구매한... 경찰 관계자는 &quot;<b>불법</b> 대포 차량은 각종 범죄의 중요한 도구로 엄정한 단속이 필요하다&quot;며 &quot;단속 활동을 지속해... ",https://n.news.naver.com/mnews/article/448/0000521335?sid=102,"대출 사기, 불법 대출",2025-04-17 12:31:00,2025-04-19 14:52:07,n.news.naver.com
외국인과 공모해 대포차 유통…전문유통업자 등 일당 '덜미',"급전이 필요한 외국인 명의로 수억원대 사기 <b>대출</b>을 받고, 확보한 차량을 <b>불법</b> 렌트카로 유통한 대포차 일당이 검찰에 넘겨졌다. 서울경찰청 광역수사단 마약범죄수사대는 사기, 장물취득, 여객운수사업법 위반, 공기호... ",https://n.news.naver.com/mnews/article/014/0005337379?sid=102,"대출 사기, 불법 대출",2025-04-17 12:01:00,2025-04-19 14:52:07,n.news.naver.com
`벤츠 S클래스` 月 80만원?…대포차 유통업자 무더기 덜미,이들은 사기 <b>대출</b>을 받거나 운행 정지된 차량을 대포 차량으로 확보한 뒤 시중에 유통해온 것으로 파악됐다.... 시중에서 월 400만~500만원으로 빌릴 수 있는 벤츠S 클래스도 80만~100만원 선으로 책정하면서 <b>불법</b> 대포... ,https://n.news.naver.com/mnews/article/018/0005989992?sid=102,"대출 사기, 불법 대출",2025-04-17 12:01:00,2025-04-19 14:52:07,n.news.naver.com
"경찰, '대포 차량 유통' 40명 검거…<b>불법 대출</b>로 중고차 사들여",<b>불법 대출</b>을 받아 대량으로 대포 차량을 취득해 국내에 유통한 일당이 무더기로 경찰에 붙잡혔다. 대포 차량 수십 대도 압수됐다. 서울경찰청 광역수사단 마약범죄수사대 국제범죄수사계는 사기·횡령·자동차관리법 위반... ,https://n.news.naver.com/mnews/article/008/0005181956?sid=102,"대출 사기, 불법 대출",2025-04-17 12:00:00,2025-04-19 14:52:07,n.news.naver.com
외국인 끌어들여 사기<b>대출</b>로 대포차 렌트사업 벌인 일당 적발,"A씨를 비롯한 유통업자들은 B씨, 급전이 필요한 외국인들과 공모해 '사기 <b>대출</b>'을 받고 이 돈으로 구매한... 경찰 관계자는 &quot;<b>불법</b> 대포 차량은 각종 범죄의 중요한 도구로 엄정한 단속이 필요하다&quot;며 &quot;단속 활동을 지속해... ",https://n.news.naver.com/mnews/article/001/0015336083?sid=102,"대출 사기, 불법 대출",2025-04-17 12:00:00,2025-04-19 14:52:07,n.news.naver.com
S클래스가 月 80만원…외국인 명의 <b>대출</b>로 산 대포차 싸게 유통한 일당...,급전이 필요한 외국인들 명의로 수억원의 허위 <b>대출</b>을 받은 뒤 고가의 중고 외제차를 대량 구매해 시중보다... 정상적인 고급 수입차의 렌트료 보다 훨씬 저렴했기 때문에 <b>불법</b> 대포차량임에도 수요가 많았다. 통상... ,https://n.news.naver.com/mnews/article/003/0013189585?sid=102,"대출 사기, 불법 대출",2025-04-17 12:00:00,2025-04-19 14:52:07,n.news.naver.com
<b>사기</b><b>대출</b> 받고 번호판 갈이로 대포차 유통…영장심사 당일 도주까지,"또, <b>사기</b><b>대출</b> 명의자인 외국인, 리스 차량 처분자, 대포 차량 및 번호판 갈이 차량 운행자 등 37명을 각 <b>사기</b>, 횡령, 자동차관리법위반, 공기호부정사용 등의 혐의로 불구속 송치됐다. 경찰은 시중에 유통된 대포 차량... ",https://n.news.naver.com/mnews/article/421/0008198672?sid=102,대출 사기,2025-04-17 12:00:00,2025-04-19 14:50:23,n.news.naver.com
'대포차량' 국내 유통한 외국인 등 40명 무더기 검거,"대포차 전문 유통업자 A씨와 B씨는 급전이 필요한 외국인 11명에게 허위로 총 8억 9천만 원을 <b>대출</b>받게 한 뒤... 대포 차량이 대량으로 국내에 유통되고 있다는 첩보를 접수한 경찰은 <b>사기</b> 등 혐의로 A씨와 B씨, C씨 등 총... ",https://n.news.naver.com/mnews/article/055/0001250149?sid=102,대출 사기,2025-04-17 11:58:00,2025-04-19 14:50:23,n.news.naver.com
인천 '건축왕' 전세<b>사기</b> 주범 세번째 사건 법정서 &quot;혐의 부인&quot;,이번 재판은 남 모 씨 일당이 83억 원대(피해자 102명)의 전세 <b>사기</b>를 벌인 세 번째 사건에 대한 것이다. 남 모 씨 등은 금융기관에서 부동산 담보<b>대출</b>금 1억5000만 원을 받아 가로챈 혐의도 추가로 적용했다. 검찰은 남 모... ,https://n.news.naver.com/mnews/article/421/0008198559?sid=102,대출 사기,2025-04-17 11:43:00,2025-04-19 14:50:23,n.news.naver.com
카카오페이 ‘페이어텐션’ 구독자 200만명 돌파,"지도’, <b>투자</b>·부동산·대출·보험 등 주제를 다룬 비롯해 ‘<b>투자</b>에 무지 쓸모 있는’, ‘부동산 길잡이’... 전세 <b>사기</b> 수법을 다룬 콘텐츠 ‘요즘 전세 <b>사기</b> 수법, 이렇게 속인대요’에는 게시 4일 만에 4만1000명이... ",https://n.news.naver.com/mnews/article/016/0002458674?sid=101,"대출 사기, 투자 사기",2025-04-17 10:25:00,2025-04-19 14:54:19,n.news.naver.com
"제천 민간임대아파트 '제천 루하스 더 카운티 214', 사업계획 변경 승인...","이와 함께 최근 사회적 이슈로 떠오른 전세<b>사기</b> 우려를 원천적으로 차단하기 위해 주택도시보증공사(HUG)를... 또한 제천 지역에서 최초로 도입되는 조식 레스토랑 서비스, 베이커리 카페, <b>코인</b> 빨래방 등 서울 강남권... ",https://n.news.naver.com/mnews/article/018/0005989751?sid=101,"대출 사기, 코인 사기",2025-04-17 09:02:00,2025-04-19 14:53:51,n.news.naver.com
트럼프 정적 보복 본격화…뉴욕 법무장관 수사 착수,유리한 <b>대출</b> 조건을 받기 위해 버지니아주와 뉴욕주의 부동산 관련 기록을 위조한 것으로 보인다고 주장하는 서한을 법무부에 보냈다. 이 서한은 트럼프가 제임스 장관을 ‘<b>사기</b>꾼’이라 부르며 관련 혐의를 언급한... ,https://n.news.naver.com/mnews/article/003/0013188707?sid=104,대출 사기,2025-04-17 08:18:00,2025-04-19 14:50:23,n.news.naver.com
[법률칼럼] 전세<b>사기</b>에 대하여,"전세<b>사기</b> 피해 지원위원회에서 '전세<b>사기</b> 피해자'로 인정되면 경·공매 우선매수권, 저리 <b>대출</b>, 긴급 주거지원, 법률 지원 등을 받을 수 있다. 다만, 이 법은 시행 후 2년이 지나는 날까지 효력을 가지므로 내달 만료를... ",https://n.news.naver.com/mnews/article/656/0000128978?sid=110,대출 사기,2025-04-17 07:00:00,2025-04-19 14:50:23,n.news.naver.com
전세 지고 월세화 가속…임대차 시장 흐름 변화 ‘뚜렷’,이는 지난 2022년을 기점으로 빌라와 오피스텔 등 비아파트 시장에서 확산된 전세<b>사기</b> 사태에 따른 여파로 분석된다. 보증금 미반환 우려와 갭<b>투자</b>(전세 낀 매매)의 위험성이 수면 위로 드러나면서 임차인들이... ,https://n.news.naver.com/mnews/article/119/0002946140?sid=101,"대출 사기, 은행 사기, 투자 사기",2025-04-17 07:00:00,2025-04-19 14:54:19,n.news.naver.com
“전세<b>사기</b> 여전히 매달 천 건”…특별법 2년 연장,이 법이 종료되면 피해자들은 무이자 <b>대출</b>이나 경매 시 우선매수권 보장 등의 법적 보호를 받을 수 없게 됩니다. [강다영/서울 동작구 전세<b>사기</b> 피해자/지난 15일 국회 : &quot;이 법이 끝나면 피해자들은 다시 아무런 보호... ,https://n.news.naver.com/mnews/article/056/0011933489?sid=101,대출 사기,2025-04-17 06:32:00,2025-04-19 14:50:23,n.news.naver.com
지방 비아파트 월세 비중 83% '역대 최고'…전국 월세도 60% 넘어,전셋값 상승과 <b>대출</b> 규제 강화 등으로 월세를 선택하는 수요자가 늘고 있다. 특히 전세<b>사기</b>가 집중됐던 비아파트는 임대차 계약 10건 중 8건은 월세 거래가 이뤄지고 있다. 올해는 기준금리 인하로 예금 수익이... ,https://n.news.naver.com/mnews/article/003/0013188615?sid=101,대출 사기,2025-04-17 06:02:00,2025-04-19 14:50:23,n.news.naver.com
교통망 아쉬운 송도 GTX 딛고 '비상' [현장],GTX-B노선 민간<b>투자</b>사업 구간 착공보고서는 지난달 31일 국토부에 제출된 바 있다. GTX-B노선은 용산역... 집을 <b>사기</b>보다 시장 흐름을 지켜보는 이들이 대다수&quot;라고 설명했다. 동시에 GTX-B 노선에 대한 우려도 여전히... ,https://n.news.naver.com/mnews/article/031/0000925187?sid=101,"대출 사기, 은행 사기, 투자 사기",2025-04-17 05:06:00,2025-04-19 14:54:19,n.news.naver.com
전세<b>사기</b> 피해자의 삶을 회복시켜 주소서,"지난 2년, 전세<b>사기</b>로 피해를 당한 이들이 3만명을 넘었습니다. 스스로 생을 마감한 것으로 알려진 것만 여덟 분에 달합니다. 보증금을 돌려받지 못한 것만이 아닙니다. 집에서 쫓겨나고 <b>대출</b>금 상환에 시달리며 무너진... ",https://n.news.naver.com/mnews/article/005/0001770460?sid=103,대출 사기,2025-04-17 03:06:00,2025-04-19 14:50:23,n.news.naver.com
“전세<b>사기</b> 여전히 매달 천 건”…특별법 2년 연장,이 법이 종료되면 피해자들은 무이자 <b>대출</b>이나 경매 시 우선매수권 보장 등의 법적 보호를 받을 수 없게 됩니다. [강다영/서울 동작구 전세<b>사기</b> 피해자/어제 국회 : &quot;이 법이 끝나면 피해자들은 다시 아무런 보호 장치... ,https://n.news.naver.com/mnews/article/056/0011933139?sid=101,대출 사기,2025-04-16 19:19:00,2025-04-19 14:50:23,n.news.naver.com
“전세<b>사기</b> 여전히 매달 천건”…특별법 2년 연장,이 법이 종료되면 피해자들은 무이자 <b>대출</b>이나 경매 시 우선매수권 보장 등의 법적 보호를 받을 수 없게 됩니다. [강다영/서울 동작구 전세<b>사기</b> 피해자/어제 국회 : &quot;이 법이 끝나면 피해자들은 다시 아무런 보호 장치... ,https://n.news.naver.com/mnews/article/056/0011933077?sid=101,대출 사기,2025-04-16 18:18:00,2025-04-19 14:50:23,n.news.naver.com
"'혁신아이콘' 토스뱅크, 주담대·기업금융 진출","'전세<b>사기</b>'가 범람하는 시대, 고객에게 최소한의 주거 안전망을 제공하는 것이다. 신용대출에는 상생을 더했다. <b>은행</b>권 최초로 광주<b>은행</b>과 손잡고 공동대출을 시행 고객 입장에서 금리인하 효과를 냈다. 토스뱅크는... ",https://n.news.naver.com/mnews/article/014/0005336955?sid=101,"대출 사기, 은행 사기",2025-04-16 18:03:00,2025-04-19 14:51:24,n.news.naver.com
"아직도 청년 운운하는 윤석열에게, 청년이 하고 싶은 말","전세 <b>사기</b>로 삶의 구렁텅이에 내몰린 청년들에게 무심했으며 청년 노동자들이 법의 사각지대인 플랫폼... 지방에서 상경해 쪽방에서 일하며 미래를 고민하는 청년, 취업 시장에서 계속 미끄러지는 청년, 학자금 <b>대출</b>... ",https://n.news.naver.com/mnews/article/047/0002469996?sid=100,대출 사기,2025-04-16 17:58:00,2025-04-19 14:50:23,n.news.naver.com
경기악화에 잇단 금융사고…하나<b>은행</b> 또 350억 피해,하나<b>은행</b> 측은 수<b>사기</b>관 의뢰 결과에 따라 후속 조치를 할 예정이다. 한편 올해 금융권에서는 수백억 원대 금융사고가 연이어 발생하고 있다. 올해 1월에는 IBK기업<b>은행</b>에서 239억5000만원 규모의 업무상 배임... ,https://n.news.naver.com/mnews/article/024/0000096422?sid=101,"대출 사기, 은행 사기",2025-04-16 17:39:00,2025-04-19 14:51:24,n.news.naver.com
"전세사기 여전한데, 특별법 종료라뇨 [왜냐면]","법적으로 ‘채권추심 행위’로 간주하기 때문에, 그런 요구 자체가 <b>불법</b>이 됩니다. 그 집이 경매로... 보증금은 사라지고, 은행에서 받은 전세<b>대출</b>만 빚으로 남습니다. 결국 집에서 쫓겨나며 동시에 빚을 떠안는 현실이... ",https://n.news.naver.com/mnews/article/028/0002741269?sid=110,"대출 사기, 불법 대출, 은행 사기",2025-04-16 16:44:00,2025-04-19 14:52:07,n.news.naver.com
"“아들아, 월세 너무 비싼데 여긴 어떠니” LH청년주택 경쟁률 314:1 ‘역...",[LH 제공] [헤럴드경제=홍승희 기자] “금리가 인하되긴 했지만 여전히 <b>대출</b>이자가 비싼 데다 월세도 매년... “전세<b>사기</b> 여파로 월세 선호 현상이 높아지며 주거비 부담이 날로 늘어가고 있다. 청년들이 저렴한... ,https://n.news.naver.com/mnews/article/016/0002458302?sid=101,대출 사기,2025-04-16 15:31:00,2025-04-19 14:50:23,n.news.naver.com
"바리코퍼레이션, 작년 매출 162억·흑자 전환",파악하기 어려운 정비 상태와 <b>사기</b> 위험을 최소화하기 위한 ‘인증중고' 서비스와 중고 C2C 거래 시 <b>사기</b>... 바리코퍼레이션은 향후 이륜차 시장의 디지털화와 생태계 확장을 목표로 <b>투자</b>와 연구개발을 이어갈... ,https://n.news.naver.com/mnews/article/025/0003434514?sid=101,"대출 사기, 은행 사기, 투자 사기",2025-04-16 14:35:00,2025-04-19 14:54:20,n.news.naver.com
"경찰, ‘외국계기업’ 가장 <b>사기</b> 의혹 업체 압수수색…대표는 출국금지",게티이미지뱅크 외국계 기업의 한국 지사라고 속여 <b>투자</b>금을 유치한 뒤 가로챘다는 의혹을 받는 업체에... 외국계 기업 지사라고 홍보한 A 업체는 수익을 보장한다며 인공지능(AI) 기술을 적용한 친환경 사업 등에 <b>투자</b>를... ,https://n.news.naver.com/mnews/article/021/0002703566?sid=102,"가상화폐 사기, 대출 사기, 투자 사기",2025-04-16 14:28:00,2025-04-19 14:54:20,n.news.naver.com
"외국계기업 가장 <b>사기</b> 의혹…경찰, 대표 출국금지·계좌추적(종합)",피해자 70여명 국회 앞에서 규탄 집회 김준태 김현수 기자 = 경찰이 외국계 기업의 한국 지사를 가장해 <b>투자</b>... 이 업체는 수익을 보장한다며 인공지능(AI)을 활용한 친환경 사업 등에 <b>투자</b>를 유도한 것으로 알려졌다.... ,https://n.news.naver.com/mnews/article/001/0015333776?sid=101,"가상화폐 사기, 대출 사기, 투자 사기",2025-04-16 14:00:00,2025-04-19 14:54:20,n.news.naver.com
"라이트바겐 운영사 바리코퍼레이션, 24년 매출 162억 원 달성… 영업이...",파악하기 어려운 정비 상태와 <b>사기</b> 위험을 최소화하기 위한 ‘인증중고’ 서비스와 중고 C2C 거래 시 <b>사기</b>... 바리코퍼레이션은 향후 이륜차 시장의 디지털화와 생태계 확장을 목표로 <b>투자</b>와 연구개발을 이어갈... ,https://n.news.naver.com/mnews/article/366/0001069717?sid=004,"대출 사기, 은행 사기, 투자 사기",2025-04-16 11:33:00,2025-04-19 14:54:21,n.news.naver.com
"MBK 김병주, 집 찾아간 홈플러스 <b>투자</b> 피해자들 경찰에 신고",(ABSTB) <b>투자</b>자들을 협박 혐의로 신고한 사실이 전해졌다. 연합뉴스는 15일 &quot;홈플러스 물품구매 전단채피해자... 비대위 측은 지난 7일 오전 김 회장 자택의 주차장 벽면과 현관문 앞에 홈플러스 ABSTB <b>사기</b>발행에 대한 항의... ,https://n.news.naver.com/mnews/article/277/0005578741?sid=102,"대출 사기, 투자 사기",2025-04-16 09:48:00,2025-04-19 14:54:21,n.news.naver.com
장애인 금융 접근성 높인다…전용 상품·서비스 활성화,"일부 증권사가 시각장애인을 대상으로 제공하는 오프라인·ARS <b>주식</b>거래 수수료 우대 서비스를 더 많은... 또 발달장애인 등이 대출<b>사기</b> 같은 범죄 피해에 노출되지 않도록 장애인 대상 금융 교육을 강화하고, 눈높이에 맞춘... ",https://n.news.naver.com/mnews/article/654/0000116477?sid=101,"대출 사기, 은행 사기, 주식 사기",2025-04-16 08:20:00,2025-04-19 14:53:02,n.news.naver.com
장애인 금융 접근성 높인다…<b>주식</b>거래 수수료 우대 확대,"시각 장애인의 <b>주식</b> 거래 수수료 우대 서비스를 확대하고, 금융소비자 요청 시 점자·음성 또는 문자로... 아울러 금융위는 발달장애인 등이 대출<b>사기</b> 같은 범죄 피해에 노출되지 않도록 장애인 대상 금융 교육을 강화하고... ",https://n.news.naver.com/mnews/article/009/0005477023?sid=101,"대출 사기, 은행 사기, 주식 사기",2025-04-16 07:57:00,2025-04-19 14:53:02,n.news.naver.com
"'2조6000억' <b>사기</b> 보석상, 도피 7년 만에 체포… “피해액 인도 사상 최...","<b>은행</b> 측은 이들 2명을 포함해 여러 명을 <b>사기</b> 혐의로 고발했다. 모디도 범행이 공개된 2018년 해외로 도주했으며, 다음 해 영국에서 체포돼 아직 현지에 구금 중이다. 인도 수사당국은 지난해 7월 촉시가 앤트워프에서... ",https://n.news.naver.com/mnews/article/030/0003303708?sid=104,"대출 사기, 은행 사기",2025-04-16 06:01:00,2025-04-19 14:51:26,n.news.naver.com
[이코노 브리핑] 농협銀 미얀마 지진 피해 복구 성금 1억 기부 외,"15일 하나<b>은행</b> 기업공시에 따르면 <b>은행</b> 측은 지난해 4월30일 외부인에 의한 <b>사기</b>로 350억원의 대출 사고가 발생했다고 전날 공시했다. 해당 차주 회사는 부동산 구매를 위한 잔금 대출을 받는 과정에서 계약금, 중도금... ",https://n.news.naver.com/mnews/article/022/0004028024?sid=101,"대출 사기, 은행 사기",2025-04-16 05:02:00,2025-04-19 14:51:26,n.news.naver.com
“장애인 위한 금융서비스-전용상품 확대”,일부 증권사가 시각장애인을 대상으로 제공하는 오프라인·무선전화 자동응답서비스(ARS) <b>주식</b>거래 수수료 우대 서비스를 더욱 많은 증권사로 확산하기로 했다. 더불어 발달장애인 등이 대출<b>사기</b> 같은 범죄 피해에... ,https://n.news.naver.com/mnews/article/020/0003628632?sid=101,"대출 사기, 은행 사기, 주식 사기",2025-04-16 03:06:00,2025-04-19 14:53:02,n.news.naver.com
하나<b>은행</b>에서 350억 금융사고...&quot;대출 서류 조작&quot;,하나<b>은행</b>은 외부인에 의한 <b>사기</b>로 350억 원 규모의 금융 사고가 났다고 어제(14일) 공시했습니다. 구체적으로 지난해 4월 한 차주사가 부동산을 <b>사기</b> 위한 잔금대출을 받으려고 <b>은행</b>에 냈던 계약금과 중도금... ,https://n.news.naver.com/mnews/article/052/0002180650?sid=101,"대출 사기, 은행 사기",2025-04-15 22:53:00,2025-04-19 14:51:26,n.news.naver.com
부산서 102억 전세<b>사기</b> 범죄조직 71명 검거,"전세<b>사기</b> 목적으로 사문서 위조 등을 통한 대출금 편취 부산 기장경찰서는 전세<b>사기</b> 목적의 범죄집단을 조직해 국내 5대 시중<b>은행</b> 46개 점포로부터 전세대출금 102억 상당을 편취한 총책, 모집책 등 상선 6명을 구속... ",https://n.news.naver.com/mnews/article/002/0002383752?sid=102,"대출 사기, 은행 사기",2025-04-15 22:16:00,2025-04-19 14:51:26,n.news.naver.com
"“안전한 전세매물이야”…공인중개사 믿고 계약했는데, 집주인 딸이었...","A씨는 <b>대출</b>금 8000만원 외에도 사실상 그동안 모은 돈 전부를 보증금으로 넣었다. 당시 A씨는 전세<b>사기</b>로 전국이 시끄러운 만큼 걱정했지만, 중개업자의 “안전한 매물이다”는 말을 믿고 계약을 했다. 하지만 A씨는 1년... ",https://n.news.naver.com/mnews/article/009/0005476980?sid=101,대출 사기,2025-04-15 22:12:00,2025-04-19 14:50:23,n.news.naver.com
'안전한 매물' 강조하던 중개사가 '딸'?…전세<b>사기</b> 피해 여전,"[강다영/동작구 전세<b>사기</b> 피해자 : 8천만 원은 <b>대출</b>로 진행했고 제가 사회초년생 때부터 계속 벌어왔었던 제 돈을 (보증금으로) 다 넣었죠.] 곳곳에서 전세<b>사기</b>로 시끄러웠던 때라 걱정이 많았지만, 중개업자는 '안전한... ",https://n.news.naver.com/mnews/article/055/0001249584?sid=101,대출 사기,2025-04-15 20:46:00,2025-04-19 14:50:23,n.news.naver.com
"신한<b>은행</b> 향한 금감원 칼날, 가슴 쓸어내린 BNK","신한<b>은행</b>은 지난 2월에도 외부인에 의한 <b>사기</b>로 약 20억 원 규모의 금융 사고가 발생했다고 공시한 바 있다. 우리<b>은행</b>에서도 손태승 전 우리금융지주 회장 친인척과 관련된 부당대출 730억 원이, 기업<b>은행</b>에서도 882억... ",https://n.news.naver.com/mnews/article/082/0001321359?sid=101,"대출 사기, 은행 사기",2025-04-15 18:18:00,2025-04-19 14:51:26,n.news.naver.com
또 터진 금융사고…하나<b>은행</b> 350억원 부동산 대출<b>사기</b> 발생,"15일 금융권에 따르면 하나<b>은행</b>은 전날 외부인에 의한 <b>사기</b>로 350억원 규모 금융사고가 발생했다고 공시했다. 사고 발생일은 지난해 4월 30일이며, 손실 예상 금액은 1억9538만원이다. 하나<b>은행</b>은 “차주사가 부동산... ",https://n.news.naver.com/mnews/article/243/0000076418?sid=101,"대출 사기, 은행 사기",2025-04-15 18:00:00,2025-04-19 14:51:26,n.news.naver.com
[현장탐사 디테일] &quot;내 말 안 들으면 장기 적출한다&quot; 협박…007가방에는...,"'작은 돈도 구하지 못하는 불쌍한 나를 구제한다'는 뜻의 <b>불법 대출</b>입니다. 주로 사회초년생이나 신용불량자가 대상인데, <b>불법 대출</b>업자는 &quot;시키는 대로 하면 필요한 돈을 빌려줄게&quot;라고 꼬셔 가전제품을 구독하게 한 뒤... ",https://n.news.naver.com/mnews/article/055/0001249534?sid=102,"대출 사기, 불법 대출",2025-04-15 17:23:00,2025-04-19 14:52:07,n.news.naver.com
[오늘의 운세] 4월 16일 수요일 (음력 3월 19일 乙卯),76년생 금전 <b>대출</b>은 이롭지 못하다. 88년생 희망은 절망에서 나타난다. 00년생 소소한 일 마무리가 어렵다.... 89년생 남쪽에 <b>사기</b>(邪氣)가 감도니 주의. 01년생 시작하였다면 절반은 끝난 것. 30년생 희망은 절망에서... ,https://n.news.naver.com/mnews/article/023/0003899676?sid=102,대출 사기,2025-04-15 17:08:00,2025-04-19 14:50:23,n.news.naver.com
